path_rank,short_range_rank,c7_rank,path_mode,k_b_label,m_label,k_t_label,ac1_pattern,bc1_pattern,ac2_pattern,bc2_pattern,ac7_first_pattern,bc7_first_pattern,ac7_second_pattern,bc7_second_pattern,ac7_second_conjugated,bc7_second_conjugated,overall_rmse_meV,gamma_end_max_abs_delta_meV,k_b_window_rmse_meV,m_window_rmse_meV,k_t_window_rmse_meV,rowwise_sum_rmse_meV,valley_window_gap_meV
4,1,5,duplicated_150,K_-2b1-b2,M_b2,K_2b1+b2,cyc,cyc,anti,anti,anti,cyc,anti,anti,True,False,8.454944657790623,7.105427357601002e-15,15.057214284025578,2.2069806524440034,14.958741753750303,14.644393722476416,0.09847253027527536
3,1,5,duplicated_150,K_2b1+b2,M_b2,K_-2b1-b2,cyc,cyc,anti,anti,anti,cyc,anti,anti,True,False,8.454944657790625,7.105427357601002e-15,14.958741753750296,2.2069806524440034,15.057214284025587,14.644393722476416,0.09847253027529135
2,1,7,exclusive_150,K_2b1+b2,M_b2,K_-2b1-b2,cyc,cyc,anti,anti,anti,cyc,anti,anti,True,True,8.457711815516234,0.023992370352637238,14.963643770948305,2.642552939124473,15.050169458654903,14.649186580249728,0.08652568770659741
3,1,6,duplicated_150,K_2b1+b2,M_b2,K_-2b1-b2,cyc,cyc,anti,anti,anti,cyc,anti,anti,False,True,8.458570618154104,7.105427357601002e-15,15.025421624715172,2.2163191795650405,15.07489854094854,14.650674070052194,0.049476916233368584
4,1,6,duplicated_150,K_-2b1-b2,M_b2,K_2b1+b2,cyc,cyc,anti,anti,anti,cyc,anti,anti,False,True,8.458570618154104,7.105427357601002e-15,15.07489854094853,2.2163191795650405,15.02542162471518,14.650674070052196,0.049476916233349044
1,1,8,exclusive_150,K_-2b1-b2,M_b2,K_2b1+b2,cyc,cyc,anti,anti,cyc,cyc,anti,anti,True,True,8.461976457539166,0.04455820134698385,15.0361574715397,4.27445609141484,14.964385662398467,14.656573156909538,0.07177180914123404
2,2,8,exclusive_150,K_2b1+b2,M_b2,K_-2b1-b2,cyc,cyc,cyc,anti,cyc,cyc,anti,anti,True,True,8.46959554257617,0.030895005265634268,15.081401383338521,4.165086277622852,15.09038494792915,14.669769799300818,0.0089835645906291
3,1,7,duplicated_150,K_2b1+b2,M_b2,K_-2b1-b2,cyc,cyc,anti,anti,anti,cyc,anti,anti,True,True,8.47014022262371,7.105427357601002e-15,14.988979108371954,2.723098844863889,15.057214302295924,14.670713212817029,0.06823519392396982
4,1,7,duplicated_150,K_-2b1-b2,M_b2,K_2b1+b2,cyc,cyc,anti,anti,anti,cyc,anti,anti,True,True,8.47014022262371,7.105427357601002e-15,15.057214302295916,2.723098844863889,14.988979108371964,14.670713212817029,0.06823519392395205
3,1,8,duplicated_150,K_2b1+b2,M_b2,K_-2b1-b2,cyc,cyc,anti,anti,cyc,cyc,anti,anti,True,True,8.472476707107733,7.105427357601002e-15,14.988979134496791,4.2324162324066466,15.057214293168133,14.674760122654451,0.06823515867134233
4,1,8,duplicated_150,K_-2b1-b2,M_b2,K_2b1+b2,cyc,cyc,anti,anti,cyc,cyc,anti,anti,True,True,8.472476707107733,7.105427357601002e-15,15.057214293168125,4.2324162324066466,14.9889791344968,14.674760122654451,0.06823515867132457
1,2,8,exclusive_150,K_-2b1-b2,M_b2,K_2b1+b2,cyc,cyc,cyc,anti,cyc,cyc,anti,anti,True,True,8.478652825322321,0.0318604534324578,15.084850279245368,4.29355968967767,15.078170176311204,14.685457473195667,0.006680102934163656
4,2,8,duplicated_150,K_-2b1-b2,M_b2,K_2b1+b2,cyc,cyc,cyc,anti,cyc,cyc,anti,anti,True,True,8.489255536927399,7.105427357601002e-15,15.096781765997035,4.232416000185265,15.109222013667688,14.703821908393664,0.012440247670653548
3,2,8,duplicated_150,K_2b1+b2,M_b2,K_-2b1-b2,cyc,cyc,cyc,anti,cyc,cyc,anti,anti,True,True,8.489255536927399,7.105427357601002e-15,15.10922201366768,4.232416000185265,15.096781765997044,14.703821908393664,0.012440247670635785
1,1,9,exclusive_150,K_-2b1-b2,M_b2,K_2b1+b2,cyc,cyc,anti,anti,cyc,cyc,anti,cyc,False,True,8.492940456621916,0.010804310160157371,16.436996473585474,6.826060657293539,14.925522927177795,14.710204376526377,1.5114735464076787
2,1,9,exclusive_150,K_2b1+b2,M_b2,K_-2b1-b2,cyc,cyc,anti,anti,cyc,cyc,anti,cyc,False,True,8.496887029978241,0.01080691776714815,14.88652561026951,6.779641534118571,16.460731350884664,14.71704004209533,1.5742057406151542
2,1,10,exclusive_150,K_2b1+b2,M_b2,K_-2b1-b2,cyc,cyc,anti,anti,cyc,cyc,cyc,anti,True,False,8.50449496050177,0.017338061624911916,14.919666726409815,4.591862832600073,15.049144820731156,14.730217364302538,0.12947809432134072
1,2,9,exclusive_150,K_-2b1-b2,M_b2,K_2b1+b2,cyc,cyc,cyc,anti,cyc,cyc,anti,cyc,False,True,8.507200171744504,0.009707774883320752,16.546296038016674,6.846042300673237,14.966665011931818,14.734902927620158,1.579631026084856
2,2,9,exclusive_150,K_2b1+b2,M_b2,K_-2b1-b2,cyc,cyc,cyc,anti,cyc,cyc,anti,cyc,False,True,8.51191605755686,0.010002331711888246,14.929367903903017,6.760406837552076,16.55692593917909,14.743071081449852,1.6275580352760741
1,2,4,exclusive_150,K_-2b1-b2,M_b2,K_2b1+b2,cyc,cyc,cyc,anti,anti,cyc,anti,anti,False,False,8.51334527653921,0.012682961852576113,15.089445061698296,1.7973522659116459,15.056911628051907,14.745546561342428,0.03253343364638894
1,2,5,exclusive_150,K_-2b1-b2,M_b2,K_2b1+b2,cyc,cyc,cyc,anti,anti,cyc,anti,anti,True,False,8.513914575359141,0.014928372773074017,15.082649273316292,2.288629421438291,15.021947091093706,14.746532615823238,0.06070218222258639
1,1,10,exclusive_150,K_-2b1-b2,M_b2,K_2b1+b2,cyc,cyc,anti,anti,cyc,cyc,cyc,anti,True,False,8.514114361340239,0.018125559098137956,15.0357212415304,4.765571366015241,14.917423658377626,14.746878655293138,0.11829758315277417
3,1,9,duplicated_150,K_2b1+b2,M_b2,K_-2b1-b2,cyc,cyc,anti,anti,cyc,cyc,anti,cyc,False,True,8.517196324151861,7.105427357601002e-15,14.935925565910797,6.819042094906241,16.453994853173906,14.752216771469904,1.5180692872631099
4,1,9,duplicated_150,K_-2b1-b2,M_b2,K_2b1+b2,cyc,cyc,anti,anti,cyc,cyc,anti,cyc,False,True,8.517196324151861,7.105427357601002e-15,16.453994853173896,6.819042094906241,14.935925565910804,14.752216771469906,1.518069287263092
2,1,11,exclusive_150,K_2b1+b2,M_b2,K_-2b1-b2,cyc,cyc,anti,anti,cyc,cyc,cyc,anti,True,True,8.519279731263007,0.020502309783974937,14.956084310621785,5.187352762362601,15.048196788248253,14.755825338439257,0.09211247762646835
2,2,4,exclusive_150,K_2b1+b2,M_b2,K_-2b1-b2,cyc,cyc,cyc,anti,anti,cyc,anti,anti,False,False,8.519986949657504,0.01259706132655225,15.05553162764623,1.633155366411483,15.096157739739681,14.757050276630574,0.04062611209345057
2,2,5,exclusive_150,K_2b1+b2,M_b2,K_-2b1-b2,cyc,cyc,cyc,anti,anti,cyc,anti,anti,True,False,8.52050939813349,0.014780720308504414,15.019363219213213,2.099440563911534,15.09259661097908,14.75795518393532,0.07323339176586607
1,2,6,exclusive_150,K_-2b1-b2,M_b2,K_2b1+b2,cyc,cyc,cyc,anti,anti,cyc,anti,anti,False,True,8.52064032018977,0.015662390667824155,15.090042345076721,2.2851299097570053,15.133571202192055,14.758181947588627,0.04352885711533361
1,2,7,exclusive_150,K_-2b1-b2,M_b2,K_2b1+b2,cyc,cyc,cyc,anti,anti,cyc,anti,anti,True,True,8.523115459956355,0.018256811509495208,15.083224973722887,2.80132551012775,15.09054980658406,14.762469015420187,0.007324832861172581
3,1,10,duplicated_150,K_2b1+b2,M_b2,K_-2b1-b2,cyc,cyc,anti,anti,cyc,cyc,cyc,anti,True,False,8.52559987925709,7.105427357601002e-15,14.958741822048825,4.709283751481799,15.057214284025,14.766772155876367,0.09847246197617388
4,1,10,duplicated_150,K_-2b1-b2,M_b2,K_2b1+b2,cyc,cyc,anti,anti,cyc,cyc,cyc,anti,True,False,8.52559987925709,7.105427357601002e-15,15.05721428402499,4.709283751481799,14.958741822048834,14.766772155876366,0.09847246197615611
2,2,6,exclusive_150,K_2b1+b2,M_b2,K_-2b1-b2,cyc,cyc,cyc,anti,anti,cyc,anti,anti,False,True,8.526744679600576,0.015545914130854044,15.129693407675923,2.13351953268828,15.095156952125775,14.768755008235805,0.03453645555014795
1,1,11,exclusive_150,K_-2b1-b2,M_b2,K_2b1+b2,cyc,cyc,anti,anti,cyc,cyc,cyc,anti,True,True,8.52909265933816,0.021363582273313142,15.036172566724854,5.340957199788293,14.950992245224887,14.772821828436443,0.08518032149996735
2,2,7,exclusive_150,K_2b1+b2,M_b2,K_-2b1-b2,cyc,cyc,cyc,anti,anti,cyc,anti,anti,True,True,8.529191985037922,0.018074243636682752,15.085944462569993,2.628112757979713,15.09158157485932,14.772993865594929,0.005637112289328172
3,2,4,duplicated_150,K_2b1+b2,M_b2,K_-2b1-b2,cyc,cyc,cyc,anti,anti,cyc,anti,anti,False,False,8.531560181293187,1.0658141036401503e-14,15.085626257775916,1.7262384983546157,15.09960094877863,14.77709570183134,0.013974691002713868
4,2,4,duplicated_150,K_-2b1-b2,M_b2,K_2b1+b2,cyc,cyc,cyc,anti,anti,cyc,anti,anti,False,False,8.531560181293187,1.0658141036401503e-14,15.09960094877862,1.7262384983546157,15.085626257775926,14.777095701831342,0.013974691002694328
3,2,5,duplicated_150,K_2b1+b2,M_b2,K_-2b1-b2,cyc,cyc,cyc,anti,anti,cyc,anti,anti,True,False,8.531883179183758,7.105427357601002e-15,15.051067669287251,2.2069804689897428,15.096781747508034,14.777655150588549,0.045714078220782994
4,2,5,duplicated_150,K_-2b1-b2,M_b2,K_2b1+b2,cyc,cyc,cyc,anti,anti,cyc,anti,anti,True,False,8.531883179183758,7.105427357601002e-15,15.096781747508025,2.2069804689897428,15.05106766928726,14.777655150588549,0.04571407822076523
4,2,9,duplicated_150,K_-2b1-b2,M_b2,K_2b1+b2,cyc,cyc,cyc,anti,cyc,cyc,anti,cyc,False,True,8.532180348032774,7.105427357601002e-15,16.546162107774144,6.819041847456323,14.985034512051318,14.778169862133474,1.5611275957228266
3,2,9,duplicated_150,K_2b1+b2,M_b2,K_-2b1-b2,cyc,cyc,cyc,anti,cyc,cyc,anti,cyc,False,True,8.532180348032776,7.105427357601002e-15,14.985034512051309,6.819041847456323,16.54616210777415,14.778169862133476,1.5611275957228425
1,1,12,exclusive_150,K_-2b1-b2,M_b2,K_2b1+b2,cyc,cyc,anti,anti,cyc,cyc,anti,cyc,True,True,8.533343643683722,0.012765220648045528,16.363207842300913,7.308719286852454,14.920257571933329,14.780184749305135,1.442950270367584
2,1,12,exclusive_150,K_2b1+b2,M_b2,K_-2b1-b2,cyc,cyc,anti,anti,cyc,cyc,anti,cyc,True,True,8.535087557979999,0.012715592363228723,14.881926655155231,7.246038757271224,16.391915216002428,14.783205297470333,1.5099885608471961
1,2,12,exclusive_150,K_-2b1-b2,M_b2,K_2b1+b2,cyc,cyc,cyc,anti,cyc,cyc,anti,cyc,True,True,8.53679252283573,0.010955970498134349,16.52910841070448,7.327498648138396,14.94994291963941,14.78615838322558,1.579165491065071
2,2,10,exclusive_150,K_2b1+b2,M_b2,K_-2b1-b2,cyc,cyc,cyc,anti,cyc,cyc,cyc,anti,True,False,8.537600920308098,0.011827708088191002,15.008506972509402,4.584961921397821,15.090490317945921,14.787558568720431,0.08198334543651953
4,2,6,duplicated_150,K_-2b1-b2,M_b2,K_2b1+b2,cyc,cyc,cyc,anti,anti,cyc,anti,anti,False,True,8.53843611381442,7.105427357601002e-15,15.099600970086433,2.216318978288812,15.151411652491552,14.78900516630753,0.05181068240511877
3,2,6,duplicated_150,K_2b1+b2,M_b2,K_-2b1-b2,cyc,cyc,cyc,anti,anti,cyc,anti,anti,False,True,8.53843611381442,7.105427357601002e-15,15.151411652491543,2.216318978288812,15.099600970086442,14.789005166307534,0.051810682405101005
2,2,12,exclusive_150,K_2b1+b2,M_b2,K_-2b1-b2,cyc,cyc,cyc,anti,cyc,cyc,anti,cyc,True,True,8.539454702566447,0.011208350511168419,14.911907720801834,7.228002912091259,16.545379426040704,14.79076941377806,1.63347170523887
3,1,11,duplicated_150,K_2b1+b2,M_b2,K_-2b1-b2,cyc,cyc,anti,anti,cyc,cyc,cyc,anti,True,True,8.540556761179127,7.105427357601002e-15,14.988979206871349,5.289085172370867,15.05721430229533,14.792678235288141,0.0682350954239812
4,1,11,duplicated_150,K_-2b1-b2,M_b2,K_2b1+b2,cyc,cyc,anti,anti,cyc,cyc,cyc,anti,True,True,8.540556761179127,7.105427357601002e-15,15.057214302295321,5.289085172370867,14.988979206871356,14.792678235288141,0.06823509542396522
4,2,7,duplicated_150,K_-2b1-b2,M_b2,K_2b1+b2,cyc,cyc,cyc,anti,anti,cyc,anti,anti,True,True,8.540692947834096,7.105427357601002e-15,15.09678176862465,2.7230986543999722,15.109221954576412,14.79291411749386,0.012440185951762217
3,2,7,duplicated_150,K_2b1+b2,M_b2,K_-2b1-b2,cyc,cyc,cyc,anti,anti,cyc,anti,anti,True,True,8.540692947834096,7.105427357601002e-15,15.109221954576405,2.7230986543999722,15.096781768624659,14.79291411749386,0.01244018595174623
2,1,13,exclusive_150,K_2b1+b2,M_b2,K_-2b1-b2,cyc,cyc,anti,anti,cyc,cyc,cyc,anti,False,False,8.541084867851897,0.017210186844963005,14.945156870834996,4.879480867113848,15.067257983517804,14.793592942877195,0.12210111268280777
2,2,11,exclusive_150,K_2b1+b2,M_b2,K_-2b1-b2,cyc,cyc,cyc,anti,cyc,cyc,cyc,anti,True,True,8.546734071240603,0.014570935932820106,15.072231768811776,5.180311010964089,15.089478837194976,14.803377650168725,0.01724706838320067
1,2,10,exclusive_150,K_-2b1-b2,M_b2,K_2b1+b2,cyc,cyc,cyc,anti,cyc,cyc,cyc,anti,True,False,8.54715465431138,0.012326112156031854,15.084797804781635,4.773423552353834,14.994651752241836,14.804106121416112,0.09014605253979902
1,1,13,exclusive_150,K_-2b1-b2,M_b2,K_2b1+b2,cyc,cyc,anti,anti,cyc,cyc,cyc,anti,False,False,8.551204750053875,0.01796683382807629,15.055878061653724,5.042787578336335,14.939181467309037,14.811121093017634,0.11669659434468649
1,1,14,exclusive_150,K_-2b1-b2,M_b2,K_2b1+b2,cyc,cyc,anti,anti,cyc,cyc,anti,cyc,False,False,8.551976331849936,0.01270130081620735,16.428798735299697,6.939554097249901,14.925840715538934,14.812457511890605,1.5029580197607633
3,1,12,duplicated_150,K_2b1+b2,M_b2,K_-2b1-b2,cyc,cyc,anti,anti,cyc,cyc,anti,cyc,True,True,8.556197933241558,7.105427357601002e-15,14.92947186268494,7.2944878570634435,16.385038689414408,14.8197695399902,1.4555668267294681
4,1,12,duplicated_150,K_-2b1-b2,M_b2,K_2b1+b2,cyc,cyc,anti,anti,cyc,cyc,anti,cyc,True,True,8.556197933241558,7.105427357601002e-15,16.385038689414397,7.2944878570634435,14.929471862684947,14.8197695399902,1.4555668267294504
1,2,11,exclusive_150,K_-2b1-b2,M_b2,K_2b1+b2,cyc,cyc,cyc,anti,cyc,cyc,cyc,anti,True,True,8.556634982751527,0.015161160374454141,15.085373379307494,5.348917793284106,15.05619456932139,14.82052653194689,0.02917880998610478
2,1,14,exclusive_150,K_2b1+b2,M_b2,K_-2b1-b2,cyc,cyc,anti,anti,cyc,cyc,anti,cyc,False,False,8.557607088268524,0.012844750171993269,14.886795892787985,6.8967896845199235,16.447719548494906,14.822210268092643,1.5609236557069206
2,1,15,exclusive_150,K_2b1+b2,M_b2,K_-2b1-b2,cyc,cyc,anti,anti,cyc,cyc,cyc,anti,False,True,8.558412099300465,0.020546363726875683,14.991503246322251,5.476217665971778,15.066271056681948,14.823604588100622,0.07476781035969715
3,2,10,duplicated_150,K_2b1+b2,M_b2,K_-2b1-b2,cyc,cyc,cyc,anti,cyc,cyc,cyc,anti,True,False,8.558453783165813,7.105427357601002e-15,15.051067812838935,4.709283659575898,15.096781747507405,14.82367678667326,0.04571393466846985
4,2,10,duplicated_150,K_-2b1-b2,M_b2,K_2b1+b2,cyc,cyc,cyc,anti,cyc,cyc,cyc,anti,True,False,8.558453783165813,7.105427357601002e-15,15.096781747507398,4.709283659575898,15.051067812838944,14.82367678667326,0.04571393466845386
4,2,12,duplicated_150,K_-2b1-b2,M_b2,K_2b1+b2,cyc,cyc,cyc,anti,cyc,cyc,anti,cyc,True,True,8.560786631372872,7.105427357601002e-15,16.53585709261289,7.294487624580367,14.965794005068412,14.827717398294237,1.5700630875444777
3,2,12,duplicated_150,K_2b1+b2,M_b2,K_-2b1-b2,cyc,cyc,cyc,anti,cyc,cyc,anti,cyc,True,True,8.560786631372876,7.105427357601002e-15,14.965794005068403,7.294487624580367,16.535857092612897,14.827717398294237,1.5700630875444936
3,1,13,duplicated_150,K_2b1+b2,M_b2,K_-2b1-b2,cyc,cyc,anti,anti,cyc,cyc,cyc,anti,False,False,8.562414468941348,7.105427357601002e-15,14.98520553186882,4.990216064028686,15.074898524838764,14.830536895669303,0.08969299296994393
4,1,13,duplicated_150,K_-2b1-b2,M_b2,K_2b1+b2,cyc,cyc,anti,anti,cyc,cyc,cyc,anti,False,False,8.56241446894135,7.105427357601002e-15,15.074898524838755,4.990216064028686,14.985205531868829,14.830536895669303,0.08969299296992617
4,2,11,duplicated_150,K_-2b1-b2,M_b2,K_2b1+b2,cyc,cyc,cyc,anti,cyc,cyc,cyc,anti,True,True,8.56795743998378,7.105427357601002e-15,15.096781768624034,5.289085079149293,15.10922213164013,14.840137603139677,0.012440363016096967
3,2,11,duplicated_150,K_2b1+b2,M_b2,K_-2b1-b2,cyc,cyc,cyc,anti,cyc,cyc,cyc,anti,True,True,8.56795743998378,7.105427357601002e-15,15.109222131640122,5.289085079149293,15.09678176862404,14.840137603139677,0.01244036301608098
1,1,15,exclusive_150,K_-2b1-b2,M_b2,K_2b1+b2,cyc,cyc,anti,anti,cyc,cyc,cyc,anti,False,True,8.568738831082957,0.02138411200748891,15.056379583354403,5.619678955897951,14.98294405742596,14.841491012224033,0.07343552592844205
1,3,9,exclusive_150,K_-2b1-b2,M_b2,K_2b1+b2,cyc,cyc,anti,cyc,cyc,cyc,anti,cyc,False,True,8.570572589113764,0.012590072981019773,15.804860603441254,6.8311831240503444,14.955556055687335,14.84466717430218,0.8493045477539187
