case_id,object_id,fixed_psnr_lowres,guided_psnr_lowres,pipeline_psnr_lowres,psnr_gain_over_fixed_lowres,psnr_gap_to_guided_lowres,dataset_name,dataset_version,training_regime
0,ImageNet-1k:imagenet_proxy_011,21.91276814000132,23.78688900955446,22.350126748864287,0.4373586088629686,1.4367622606901733,ImageNet-1k,ILSVRC2012 validation,mixed_synthetic_plus_proxy_natural
1,ImageNet-1k:imagenet_proxy_000,18.441468774705854,20.628023737643243,19.6191272190698,1.1776584443639457,1.0088965185734438,ImageNet-1k,ILSVRC2012 validation,mixed_synthetic_plus_proxy_natural
1,ImageNet-1k:imagenet_proxy_001,18.538235981075392,21.643612972347213,18.4236472368502,-0.11458874422519116,3.219965735497013,ImageNet-1k,ILSVRC2012 validation,mixed_synthetic_plus_proxy_natural
1,ImageNet-1k:imagenet_proxy_002,17.286927749285475,19.309275386771194,19.50283758542391,2.2159098361384366,-0.1935621986527174,ImageNet-1k,ILSVRC2012 validation,mixed_synthetic_plus_proxy_natural
1,ImageNet-1k:imagenet_proxy_003,21.283035485854747,26.023754976853937,19.56972101574651,-1.7133144701082372,6.454033961107427,ImageNet-1k,ILSVRC2012 validation,mixed_synthetic_plus_proxy_natural
1,ImageNet-1k:imagenet_proxy_004,20.164674870813446,22.496487198273872,21.609147575047622,1.444472704234176,0.88733962322625,ImageNet-1k,ILSVRC2012 validation,mixed_synthetic_plus_proxy_natural
1,ImageNet-1k:imagenet_proxy_005,20.053058153249864,23.36371479498932,21.136442833041485,1.083384679791621,2.227271961947835,ImageNet-1k,ILSVRC2012 validation,mixed_synthetic_plus_proxy_natural
1,ImageNet-1k:imagenet_proxy_006,19.728304667830628,21.97809973582199,22.44726342655351,2.7189587587228807,-0.46916369073152,ImageNet-1k,ILSVRC2012 validation,mixed_synthetic_plus_proxy_natural
1,ImageNet-1k:imagenet_proxy_007,27.19828963419568,29.897148276015436,23.617957908993823,-3.5803317252018587,6.279190367021613,ImageNet-1k,ILSVRC2012 validation,mixed_synthetic_plus_proxy_natural
1,ImageNet-1k:imagenet_proxy_008,18.416885301603873,20.321882511663798,19.9195138261315,1.5026285245276263,0.40236868553229854,ImageNet-1k,ILSVRC2012 validation,mixed_synthetic_plus_proxy_natural
1,ImageNet-1k:imagenet_proxy_009,21.239195482710016,24.162032605695636,22.395411683037707,1.156216200327691,1.7666209226579284,ImageNet-1k,ILSVRC2012 validation,mixed_synthetic_plus_proxy_natural
1,ImageNet-1k:imagenet_proxy_010,17.095284365085792,19.877579422953204,19.02779257912952,1.9325082140437289,0.8497868438236829,ImageNet-1k,ILSVRC2012 validation,mixed_synthetic_plus_proxy_natural
1,ImageNet-1k:imagenet_proxy_011,21.66281951363726,25.22396649059306,21.71319445534339,0.05037494170613144,3.510772035249669,ImageNet-1k,ILSVRC2012 validation,mixed_synthetic_plus_proxy_natural
2,ImageNet-1k:imagenet_proxy_000,19.51877954062885,22.943288669368172,20.036782590843238,0.5180030502143893,2.9065060785249344,ImageNet-1k,ILSVRC2012 validation,mixed_synthetic_plus_proxy_natural
2,ImageNet-1k:imagenet_proxy_001,19.521645115591774,22.114277115881656,18.912480340825436,-0.609164774766338,3.20179677505622,ImageNet-1k,ILSVRC2012 validation,mixed_synthetic_plus_proxy_natural
2,ImageNet-1k:imagenet_proxy_002,18.186379443095834,21.84017803582976,20.65438079726256,2.468001354166727,1.185797238567197,ImageNet-1k,ILSVRC2012 validation,mixed_synthetic_plus_proxy_natural
2,ImageNet-1k:imagenet_proxy_003,20.910408925742907,23.726195292171518,19.618171886158827,-1.29223703958408,4.108023406012691,ImageNet-1k,ILSVRC2012 validation,mixed_synthetic_plus_proxy_natural
2,ImageNet-1k:imagenet_proxy_004,21.4576363280704,23.801444579990488,22.695639473313772,1.238003145243372,1.1058051066767156,ImageNet-1k,ILSVRC2012 validation,mixed_synthetic_plus_proxy_natural
2,ImageNet-1k:imagenet_proxy_005,20.375103631462995,22.504736222215374,21.159547162979493,0.7844435315164979,1.3451890592358815,ImageNet-1k,ILSVRC2012 validation,mixed_synthetic_plus_proxy_natural
2,ImageNet-1k:imagenet_proxy_006,19.892394837383875,22.633110120640016,22.01342338830564,2.121028550921764,0.619686732334376,ImageNet-1k,ILSVRC2012 validation,mixed_synthetic_plus_proxy_natural
2,ImageNet-1k:imagenet_proxy_007,27.146529710363495,29.75237746784835,23.899797778605784,-3.2467319317577115,5.852579689242567,ImageNet-1k,ILSVRC2012 validation,mixed_synthetic_plus_proxy_natural
2,ImageNet-1k:imagenet_proxy_008,18.80117135181588,20.921060842948567,19.92907230493996,1.1279009531240796,0.9919885380086058,ImageNet-1k,ILSVRC2012 validation,mixed_synthetic_plus_proxy_natural
2,ImageNet-1k:imagenet_proxy_009,21.147320837294792,22.817433933225566,21.796221610327315,0.6489007730325227,1.0212123228982506,ImageNet-1k,ILSVRC2012 validation,mixed_synthetic_plus_proxy_natural
2,ImageNet-1k:imagenet_proxy_010,17.191992321163173,19.024114973123545,19.47875709379962,2.2867647726364453,-0.45464212067607335,ImageNet-1k,ILSVRC2012 validation,mixed_synthetic_plus_proxy_natural
2,ImageNet-1k:imagenet_proxy_011,22.640345029946328,24.79549124170434,23.005510067195097,0.3651650372487687,1.7899811745092435,ImageNet-1k,ILSVRC2012 validation,mixed_synthetic_plus_proxy_natural
3,ImageNet-1k:imagenet_proxy_000,19.09297262457729,22.519789772188542,19.726879696697733,0.6339070721204436,2.792910075490809,ImageNet-1k,ILSVRC2012 validation,mixed_synthetic_plus_proxy_natural
3,ImageNet-1k:imagenet_proxy_001,17.70280693610308,21.534414248298518,17.834367909644488,0.13156097354140783,3.7000463386540297,ImageNet-1k,ILSVRC2012 validation,mixed_synthetic_plus_proxy_natural
3,ImageNet-1k:imagenet_proxy_002,17.904859016290853,21.519844686995686,20.248844873249787,2.343985856958934,1.2709998137458989,ImageNet-1k,ILSVRC2012 validation,mixed_synthetic_plus_proxy_natural
3,ImageNet-1k:imagenet_proxy_003,20.952538892944254,26.044598769853092,19.276715390938392,-1.675823502005862,6.7678833789147,ImageNet-1k,ILSVRC2012 validation,mixed_synthetic_plus_proxy_natural
3,ImageNet-1k:imagenet_proxy_004,20.752529580949247,23.355873001667383,22.240906903687524,1.4883773227382768,1.1149660979798597,ImageNet-1k,ILSVRC2012 validation,mixed_synthetic_plus_proxy_natural
3,ImageNet-1k:imagenet_proxy_005,19.93116225765096,25.02490295697626,20.95392411090892,1.0227618532579577,4.070978846067341,ImageNet-1k,ILSVRC2012 validation,mixed_synthetic_plus_proxy_natural
3,ImageNet-1k:imagenet_proxy_006,19.412075569509152,22.64008947491351,22.009296506613655,2.5972209371045025,0.6307929682998541,ImageNet-1k,ILSVRC2012 validation,mixed_synthetic_plus_proxy_natural
3,ImageNet-1k:imagenet_proxy_007,26.890020171332907,31.10745578911121,23.67597281780816,-3.214047353524748,7.431482971303051,ImageNet-1k,ILSVRC2012 validation,mixed_synthetic_plus_proxy_natural
3,ImageNet-1k:imagenet_proxy_008,18.268126109709225,21.219067420434442,19.781892377083878,1.5137662673746526,1.437175043350564,ImageNet-1k,ILSVRC2012 validation,mixed_synthetic_plus_proxy_natural
3,ImageNet-1k:imagenet_proxy_009,21.41476884025423,25.493621220182845,23.24852881080983,1.833759970555601,2.245092409373015,ImageNet-1k,ILSVRC2012 validation,mixed_synthetic_plus_proxy_natural
3,ImageNet-1k:imagenet_proxy_010,17.522383041448904,22.819652823364592,19.026691182319308,1.5043081408704033,3.7929616410452844,ImageNet-1k,ILSVRC2012 validation,mixed_synthetic_plus_proxy_natural
3,ImageNet-1k:imagenet_proxy_011,21.256566914227342,26.250703161386117,21.590061135480315,0.33349422125297323,4.660642025905801,ImageNet-1k,ILSVRC2012 validation,mixed_synthetic_plus_proxy_natural
4,ImageNet-1k:imagenet_proxy_000,17.750234647757154,18.940059021623412,18.825245045294203,1.0750103975370493,0.11481397632920931,ImageNet-1k,ILSVRC2012 validation,mixed_synthetic_plus_proxy_natural
4,ImageNet-1k:imagenet_proxy_001,19.299948974789118,21.5463170827702,18.99338250237079,-0.3065664724183286,2.5529345803994126,ImageNet-1k,ILSVRC2012 validation,mixed_synthetic_plus_proxy_natural
4,ImageNet-1k:imagenet_proxy_002,16.622471973112788,17.53427552208179,18.45178057601901,1.8293086029062238,-0.9175050539372229,ImageNet-1k,ILSVRC2012 validation,mixed_synthetic_plus_proxy_natural
4,ImageNet-1k:imagenet_proxy_003,20.696032609119307,24.39836221030438,19.694084728712088,-1.0019478804072186,4.7042774815922925,ImageNet-1k,ILSVRC2012 validation,mixed_synthetic_plus_proxy_natural
4,ImageNet-1k:imagenet_proxy_004,19.76316827026758,21.93240937845346,20.953472417343026,1.1903041470754445,0.9789369611104348,ImageNet-1k,ILSVRC2012 validation,mixed_synthetic_plus_proxy_natural
4,ImageNet-1k:imagenet_proxy_005,19.872126716637318,21.21256269770685,21.218212694356943,1.3460859777196248,-0.005649996650092248,ImageNet-1k,ILSVRC2012 validation,mixed_synthetic_plus_proxy_natural
4,ImageNet-1k:imagenet_proxy_006,19.65704810311735,21.072107117468097,22.18370921625327,2.526661113135919,-1.1116020987851734,ImageNet-1k,ILSVRC2012 validation,mixed_synthetic_plus_proxy_natural
4,ImageNet-1k:imagenet_proxy_007,25.92318706892768,28.075364195054085,23.327682114723093,-2.595504954204589,4.747682080330993,ImageNet-1k,ILSVRC2012 validation,mixed_synthetic_plus_proxy_natural
4,ImageNet-1k:imagenet_proxy_008,18.51438484054861,19.86452239350824,19.69499387112003,1.1806090305714214,0.1695285223882088,ImageNet-1k,ILSVRC2012 validation,mixed_synthetic_plus_proxy_natural
4,ImageNet-1k:imagenet_proxy_009,20.59954986294597,21.869682092006435,21.546903028683943,0.9473531657379723,0.32277906332249273,ImageNet-1k,ILSVRC2012 validation,mixed_synthetic_plus_proxy_natural
4,ImageNet-1k:imagenet_proxy_010,16.76661491870148,17.75994326500934,19.35655113975437,2.589936221052888,-1.596607874745029,ImageNet-1k,ILSVRC2012 validation,mixed_synthetic_plus_proxy_natural
4,ImageNet-1k:imagenet_proxy_011,21.898885206297475,24.152248065562386,22.17681277888214,0.27792757258466594,1.975435286680245,ImageNet-1k,ILSVRC2012 validation,mixed_synthetic_plus_proxy_natural
5,ImageNet-1k:imagenet_proxy_000,16.15346213451125,16.61744566255198,17.06930969025836,0.91584755574711,-0.4518640277063817,ImageNet-1k,ILSVRC2012 validation,mixed_synthetic_plus_proxy_natural
5,ImageNet-1k:imagenet_proxy_001,18.64806666618471,21.835291917010554,18.530129072045344,-0.11793759413936655,3.30516284496521,ImageNet-1k,ILSVRC2012 validation,mixed_synthetic_plus_proxy_natural
5,ImageNet-1k:imagenet_proxy_002,14.99213140498757,16.073611115520897,16.506720156878266,1.514588751890697,-0.43310904135736905,ImageNet-1k,ILSVRC2012 validation,mixed_synthetic_plus_proxy_natural
5,ImageNet-1k:imagenet_proxy_003,19.95005748643167,23.819512327176653,18.92077787184308,-1.0292796145885923,4.8987344553335745,ImageNet-1k,ILSVRC2012 validation,mixed_synthetic_plus_proxy_natural
5,ImageNet-1k:imagenet_proxy_004,17.02112070435518,19.13373825555621,18.59253288559223,1.5714121812370507,0.5412053699639792,ImageNet-1k,ILSVRC2012 validation,mixed_synthetic_plus_proxy_natural
5,ImageNet-1k:imagenet_proxy_005,18.877109632413845,20.991816626785656,20.75189321035641,1.8747835779425657,0.23992341642924586,ImageNet-1k,ILSVRC2012 validation,mixed_synthetic_plus_proxy_natural
5,ImageNet-1k:imagenet_proxy_006,19.001095809722333,20.264718741418804,22.04358734742197,3.042491537699636,-1.778868606003165,ImageNet-1k,ILSVRC2012 validation,mixed_synthetic_plus_proxy_natural
5,ImageNet-1k:imagenet_proxy_007,23.875982204289585,28.345321254817843,22.6483452266881,-1.2276369776014846,5.696976028129743,ImageNet-1k,ILSVRC2012 validation,mixed_synthetic_plus_proxy_natural
5,ImageNet-1k:imagenet_proxy_008,17.78390643054887,19.32250895540868,19.20077446286137,1.4168680323125002,0.12173449254730784,ImageNet-1k,ILSVRC2012 validation,mixed_synthetic_plus_proxy_natural
5,ImageNet-1k:imagenet_proxy_009,19.67577512735865,22.764868507133418,20.68481541780541,1.0090402904467588,2.0800530893280076,ImageNet-1k,ILSVRC2012 validation,mixed_synthetic_plus_proxy_natural
5,ImageNet-1k:imagenet_proxy_010,15.96062765825073,18.12893413208769,18.56409405987559,2.6034664016248605,-0.43515992778790036,ImageNet-1k,ILSVRC2012 validation,mixed_synthetic_plus_proxy_natural
5,ImageNet-1k:imagenet_proxy_011,20.56497074291316,24.539170693293386,21.174728772296053,0.6097580293828919,3.364441920997333,ImageNet-1k,ILSVRC2012 validation,mixed_synthetic_plus_proxy_natural
0,COCO:coco_proxy_000,21.18584846107649,22.224025842597026,23.464836211459478,2.2789877503829885,-1.2408103688624514,COCO,2017 validation,mixed_synthetic_plus_proxy_natural
0,COCO:coco_proxy_001,24.546960020496552,25.82844381137395,24.616697099730192,0.06973707923364003,1.2117467116437588,COCO,2017 validation,mixed_synthetic_plus_proxy_natural
0,COCO:coco_proxy_002,24.740017578861885,25.59200767753246,25.11149446018726,0.3714768813253748,0.4805132173452016,COCO,2017 validation,mixed_synthetic_plus_proxy_natural
0,COCO:coco_proxy_003,23.828686463082374,25.180480593498828,24.966453564917753,1.1377671018353794,0.21402702858107503,COCO,2017 validation,mixed_synthetic_plus_proxy_natural
0,COCO:coco_proxy_004,20.586364603018676,21.843225791138053,23.908999192486064,3.3226345894673877,-2.065773401348011,COCO,2017 validation,mixed_synthetic_plus_proxy_natural
0,COCO:coco_proxy_005,21.535669119712534,22.776631589249526,24.299886487374366,2.764217367661832,-1.52325489812484,COCO,2017 validation,mixed_synthetic_plus_proxy_natural
0,COCO:coco_proxy_006,23.396440817262945,25.346125739970677,23.958160898747295,0.5617200814843493,1.3879648412233827,COCO,2017 validation,mixed_synthetic_plus_proxy_natural
0,COCO:coco_proxy_007,24.84233751244973,26.045718229794602,24.3699617747883,-0.47237573766143015,1.6757564550063009,COCO,2017 validation,mixed_synthetic_plus_proxy_natural
0,COCO:coco_proxy_008,23.00492307377262,24.088050696213873,25.5970104265713,2.5920873527986785,-1.5089597303574251,COCO,2017 validation,mixed_synthetic_plus_proxy_natural
0,COCO:coco_proxy_009,22.200482604850794,23.351254983163013,23.365894564853278,1.1654119600024835,-0.014639581690264691,COCO,2017 validation,mixed_synthetic_plus_proxy_natural
0,COCO:coco_proxy_010,24.90043226043335,26.053936431629246,25.38568978509691,0.48525752466355954,0.6682466465323351,COCO,2017 validation,mixed_synthetic_plus_proxy_natural
0,COCO:coco_proxy_011,24.73877442876923,25.773240252685902,26.126041251842413,1.3872668230731833,-0.35280099915651064,COCO,2017 validation,mixed_synthetic_plus_proxy_natural
1,COCO:coco_proxy_000,21.19200810523864,22.903916609988713,23.586589850347618,2.3945817451089795,-0.6826732403589055,COCO,2017 validation,mixed_synthetic_plus_proxy_natural
1,COCO:coco_proxy_001,24.47124638202231,26.329664380502376,24.506499226061752,0.035252844039440845,1.8231651544406233,COCO,2017 validation,mixed_synthetic_plus_proxy_natural
1,COCO:coco_proxy_002,24.858207862575867,26.65511378499847,24.825638809406968,-0.03256905316889913,1.829474975591502,COCO,2017 validation,mixed_synthetic_plus_proxy_natural
1,COCO:coco_proxy_003,24.13394623880172,26.238201534959185,25.047595537203968,0.9136492984022482,1.1906059977552168,COCO,2017 validation,mixed_synthetic_plus_proxy_natural
1,COCO:coco_proxy_004,20.757883031502857,22.74222231063731,23.924122897696098,3.1662398661932407,-1.181900587058788,COCO,2017 validation,mixed_synthetic_plus_proxy_natural
1,COCO:coco_proxy_005,21.78876080018913,23.86072375841082,24.79333276387071,3.0045719636815775,-0.9326090054598879,COCO,2017 validation,mixed_synthetic_plus_proxy_natural
1,COCO:coco_proxy_006,22.948772647896796,25.032284901946102,23.514545396983802,0.5657727490870066,1.5177395049623001,COCO,2017 validation,mixed_synthetic_plus_proxy_natural
1,COCO:coco_proxy_007,24.647484499274913,26.27601165492031,24.41050195760699,-0.2369825416679241,1.8655096973133212,COCO,2017 validation,mixed_synthetic_plus_proxy_natural
1,COCO:coco_proxy_008,23.08364139584464,25.25714138656054,25.45879130401164,2.375149908167,-0.20164991745109972,COCO,2017 validation,mixed_synthetic_plus_proxy_natural
1,COCO:coco_proxy_009,22.20942172114281,24.212267337277517,23.401390479801307,1.191968758658497,0.8108768574762095,COCO,2017 validation,mixed_synthetic_plus_proxy_natural
1,COCO:coco_proxy_010,25.046641757397644,27.059882171199764,25.88021626685137,0.8335745094537259,1.1796659043483935,COCO,2017 validation,mixed_synthetic_plus_proxy_natural
1,COCO:coco_proxy_011,24.832871291974502,27.149415867518417,25.69569860183269,0.8628273098581865,1.4537172656857287,COCO,2017 validation,mixed_synthetic_plus_proxy_natural
2,COCO:coco_proxy_000,21.57008790434538,24.375691576760584,24.002437269820152,2.4323493654747708,0.3732543069404315,COCO,2017 validation,mixed_synthetic_plus_proxy_natural
2,COCO:coco_proxy_001,24.918387539192537,26.768884541321132,24.137057999409464,-0.7813295397830728,2.6318265419116678,COCO,2017 validation,mixed_synthetic_plus_proxy_natural
2,COCO:coco_proxy_002,24.888407882640962,26.77042768053349,24.899769164536526,0.011361281895563735,1.8706585159969649,COCO,2017 validation,mixed_synthetic_plus_proxy_natural
2,COCO:coco_proxy_003,24.517329613572592,26.594560183434595,24.872919924929086,0.35559031135649377,1.7216402585055093,COCO,2017 validation,mixed_synthetic_plus_proxy_natural
2,COCO:coco_proxy_004,21.583892084560475,24.097453203091668,24.913590923205543,3.3296988386450685,-0.8161377201138755,COCO,2017 validation,mixed_synthetic_plus_proxy_natural
2,COCO:coco_proxy_005,22.073414764869312,24.01565874646419,24.898741585583185,2.8253268207138724,-0.8830828391189947,COCO,2017 validation,mixed_synthetic_plus_proxy_natural
2,COCO:coco_proxy_006,24.04428256461735,26.92529278247198,24.355418595747803,0.3111360311304523,2.569874186724178,COCO,2017 validation,mixed_synthetic_plus_proxy_natural
2,COCO:coco_proxy_007,25.12669072157475,27.34251116388021,24.133288969639555,-0.9934017519351954,3.209222194240656,COCO,2017 validation,mixed_synthetic_plus_proxy_natural
2,COCO:coco_proxy_008,23.49197736039697,25.521812089721514,26.00657737409509,2.5146000136981215,-0.4847652843735766,COCO,2017 validation,mixed_synthetic_plus_proxy_natural
2,COCO:coco_proxy_009,22.837801460773242,25.3140007625382,23.224707839439628,0.3869063786663851,2.089292923098572,COCO,2017 validation,mixed_synthetic_plus_proxy_natural
2,COCO:coco_proxy_010,25.398539574351645,27.700457286427085,25.436005535048917,0.03746596069727204,2.264451751378168,COCO,2017 validation,mixed_synthetic_plus_proxy_natural
2,COCO:coco_proxy_011,25.238972316961494,27.142684482006242,26.564561962003307,1.3255896450418128,0.5781225200029354,COCO,2017 validation,mixed_synthetic_plus_proxy_natural
3,COCO:coco_proxy_000,21.545191530134893,24.607504221228034,23.940436904279984,2.395245374145091,0.6670673169480494,COCO,2017 validation,mixed_synthetic_plus_proxy_natural
3,COCO:coco_proxy_001,24.753715767425227,27.129731914124665,24.604019251232693,-0.14969651619253455,2.525712662891973,COCO,2017 validation,mixed_synthetic_plus_proxy_natural
3,COCO:coco_proxy_002,25.031546142555502,27.053288034314843,25.072096716033162,0.04055057347765967,1.981191318281681,COCO,2017 validation,mixed_synthetic_plus_proxy_natural
3,COCO:coco_proxy_003,24.589585770852583,27.479209537519367,25.593386043072435,1.003800272219852,1.8858234944469316,COCO,2017 validation,mixed_synthetic_plus_proxy_natural
3,COCO:coco_proxy_004,21.54691308169418,25.10560037957333,24.992889937775832,3.4459768560816535,0.11271044179749623,COCO,2017 validation,mixed_synthetic_plus_proxy_natural
3,COCO:coco_proxy_005,21.916732555520156,24.69111342916475,24.96520215527736,3.0484695997572047,-0.27408872611260904,COCO,2017 validation,mixed_synthetic_plus_proxy_natural
3,COCO:coco_proxy_006,23.317372795459764,26.521701898412694,23.68851217493355,0.37113937947378517,2.833189723479144,COCO,2017 validation,mixed_synthetic_plus_proxy_natural
3,COCO:coco_proxy_007,24.840216416036856,27.412239130757786,24.134611179432728,-0.7056052366041285,3.2776279513250586,COCO,2017 validation,mixed_synthetic_plus_proxy_natural
3,COCO:coco_proxy_008,22.97178933270935,25.931903468881256,25.734396252749715,2.7626069200403656,0.19750721613154099,COCO,2017 validation,mixed_synthetic_plus_proxy_natural
3,COCO:coco_proxy_009,22.63608774142458,25.87196995143181,23.381870313687863,0.745782572263284,2.490099637743949,COCO,2017 validation,mixed_synthetic_plus_proxy_natural
3,COCO:coco_proxy_010,25.34279142516656,28.554664235083425,25.261703423841663,-0.08108800132489691,3.2929608112417625,COCO,2017 validation,mixed_synthetic_plus_proxy_natural
3,COCO:coco_proxy_011,25.03731180125614,28.07238753639127,25.557324567173843,0.5200127659177021,2.515062969217425,COCO,2017 validation,mixed_synthetic_plus_proxy_natural
4,COCO:coco_proxy_000,20.775646290747517,21.74646572906503,22.896800172436244,2.121153881688727,-1.1503344433712144,COCO,2017 validation,mixed_synthetic_plus_proxy_natural
4,COCO:coco_proxy_001,24.1060403434455,25.590663164594503,24.16771024743674,0.06166990399124117,1.4229529171577617,COCO,2017 validation,mixed_synthetic_plus_proxy_natural
4,COCO:coco_proxy_002,24.333594851496652,25.436322802871697,25.341959515950737,1.008364664454085,0.09436328692095941,COCO,2017 validation,mixed_synthetic_plus_proxy_natural
4,COCO:coco_proxy_003,23.666553889453677,25.352006720915977,24.865120989809842,1.1985671003561649,0.48688573110613476,COCO,2017 validation,mixed_synthetic_plus_proxy_natural
4,COCO:coco_proxy_004,20.337494732317438,21.35872759423284,23.844990521197325,3.5074957888798863,-2.4862629269644856,COCO,2017 validation,mixed_synthetic_plus_proxy_natural
4,COCO:coco_proxy_005,21.179940976030096,22.55055495575421,24.12351026132695,2.943569285296853,-1.5729553055727372,COCO,2017 validation,mixed_synthetic_plus_proxy_natural
4,COCO:coco_proxy_006,22.58187581428067,24.067057926917474,23.420374110977704,0.8384982966970327,0.6466838159397703,COCO,2017 validation,mixed_synthetic_plus_proxy_natural
4,COCO:coco_proxy_007,24.263585087422324,25.462837483634555,24.137215790403516,-0.12636929701880817,1.3256216932310387,COCO,2017 validation,mixed_synthetic_plus_proxy_natural
4,COCO:coco_proxy_008,22.68031093060081,24.08484184308537,25.003768320118375,2.3234573895175643,-0.9189264770330041,COCO,2017 validation,mixed_synthetic_plus_proxy_natural
4,COCO:coco_proxy_009,21.865974195505142,23.267089255159675,23.08278635671821,1.216812161213067,0.18430289844146586,COCO,2017 validation,mixed_synthetic_plus_proxy_natural
4,COCO:coco_proxy_010,24.74513204889945,26.58229674785147,26.073452324010518,1.3283202751110679,0.5088444238409515,COCO,2017 validation,mixed_synthetic_plus_proxy_natural
4,COCO:coco_proxy_011,24.355540428730784,25.587807455905786,26.032030294970518,1.6764898662397343,-0.44422283906473226,COCO,2017 validation,mixed_synthetic_plus_proxy_natural
5,COCO:coco_proxy_000,18.85717127754794,21.4334390637593,21.12762773066223,2.2704564531142886,0.305811333097072,COCO,2017 validation,mixed_synthetic_plus_proxy_natural
5,COCO:coco_proxy_001,21.570354236471857,24.291403873974833,22.034458243115175,0.46410400664331775,2.256945630859658,COCO,2017 validation,mixed_synthetic_plus_proxy_natural
5,COCO:coco_proxy_002,22.365070776889663,25.30785608818541,23.40753111877696,1.0424603418872955,1.9003249694084516,COCO,2017 validation,mixed_synthetic_plus_proxy_natural
5,COCO:coco_proxy_003,21.35815686753262,24.103772642904477,23.47397528615039,2.1158184186177706,0.6297973567540858,COCO,2017 validation,mixed_synthetic_plus_proxy_natural
5,COCO:coco_proxy_004,18.541980799176763,20.427910063094657,21.440458702114086,2.898477902937323,-1.0125486390194283,COCO,2017 validation,mixed_synthetic_plus_proxy_natural
5,COCO:coco_proxy_005,19.339725293503914,21.522478091547722,22.09174922738498,2.752023933881066,-0.5692711358372584,COCO,2017 validation,mixed_synthetic_plus_proxy_natural
5,COCO:coco_proxy_006,20.165108454699897,22.46004957901718,21.856380371847706,1.6912719171478088,0.6036692071694745,COCO,2017 validation,mixed_synthetic_plus_proxy_natural
5,COCO:coco_proxy_007,21.739398733718787,24.502262893959035,22.77304327020801,1.0336445364892235,1.7292196237510247,COCO,2017 validation,mixed_synthetic_plus_proxy_natural
5,COCO:coco_proxy_008,20.40402186672693,23.309415402698953,22.787911604650017,2.383889737923088,0.5215037980489363,COCO,2017 validation,mixed_synthetic_plus_proxy_natural
5,COCO:coco_proxy_009,19.815794066475142,22.295037752339613,21.641270081677725,1.8254760152025824,0.6537676706618889,COCO,2017 validation,mixed_synthetic_plus_proxy_natural
5,COCO:coco_proxy_010,22.057445020062744,24.64626755254244,23.785114213554017,1.7276691934912733,0.861153338988423,COCO,2017 validation,mixed_synthetic_plus_proxy_natural
5,COCO:coco_proxy_011,21.96699675084105,24.574532682624426,23.77686745469875,1.8098707038576975,0.7976652279256768,COCO,2017 validation,mixed_synthetic_plus_proxy_natural
